transaction_id,timestamp,customer_id,store_location,product,category,quantity,unit_price,total_price
T289377,2024-05-16 03:00:00,1771,Ras Al Khaimah Mall,Bagel - Plain,Food,1,10.0,10.0
T498123,2023-08-02 04:00:00,2497,Dubai Mall,Donut - Glazed,Food,2,8.0,16.0
T944404,2023-08-16 06:00:00,1399,Abu Dhabi Corniche,Bagel - Plain,Food,2,10.0,20.0
T369342,2024-01-08 23:00:00,1071,Fujairah Mall,Donut - Glazed,Food,1,8.0,8.0
T883329,2024-02-29 21:00:00,1439,Mall of the Emirates,Muffin,Food,1,10.0,10.0
T936109,2024-02-20 20:00:00,2849,Business Bay,Iced Coffee,Beverage,1,15.0,15.0
T255263,2024-01-11 19:00:00,1892,Dubai Marina Mall,Cold Brew,Beverage,1,16.0,16.0
T842374,2023-09-23 05:00:00,2944,Fujairah Mall,Cold Brew,Beverage,2,16.0,32.0
T929768,2024-01-06 03:00:00,2894,The Dubai Mall Zabeel,Donut - Glazed,Food,2,8.0,16.0
T807735,2024-05-31 22:00:00,2555,Al Wahda Mall,Donut - Glazed,Food,1,8.0,8.0
T138882,2024-05-31 01:00:00,1427,Abu Dhabi Corniche,Croissant,Food,1,11.0,11.0
T508213,2023-12-30 10:00:00,1889,Marina Walk,Bagel - Plain,Food,1,10.0,10.0
T395335,2024-04-28 08:00:00,1291,Dubai Mall,Donut - Chocolate,Food,1,9.0,9.0
T176860,2024-05-20 15:00:00,2906,Business Bay,Bagel - Cream Cheese,Food,2,12.0,24.0
T812771,2024-04-23 21:00:00,2181,Al Barsha,Hot Coffee,Beverage,1,12.0,12.0
T994414,2023-10-10 03:00:00,1976,Jumeirah Beach,Bagel - Plain,Food,1,10.0,10.0
T195955,2023-10-07 16:00:00,2283,Abu Dhabi Corniche,Bagel - Plain,Food,1,10.0,10.0
T787984,2024-05-12 10:00:00,1203,Dubai Silicon Oasis,Iced Coffee,Beverage,1,15.0,15.0
T795790,2024-04-24 03:00:00,2143,Abu Dhabi Corniche,Donut - Chocolate,Food,1,9.0,9.0
T966003,2023-09-29 00:00:00,1779,Business Bay,Muffin,Food,1,10.0,10.0
T300968,2023-08-09 02:00:00,2214,Dubai Mall,Latte,Beverage,1,18.0,18.0
T281346,2024-01-16 07:00:00,2060,Ajman Downtown,Muffin,Food,2,10.0,20.0
T249920,2023-12-28 21:00:00,1946,Sharjah City Center,Donut - Chocolate,Food,2,9.0,18.0
T799862,2024-04-10 01:00:00,1609,The Dubai Mall Zabeel,Iced Coffee,Beverage,1,15.0,15.0
T234428,2023-09-30 06:00:00,2842,Business Bay,Muffin,Food,2,10.0,20.0
T937152,2024-04-29 20:00:00,2701,Al Ain Town Center,Bagel - Cream Cheese,Food,1,12.0,12.0
T151969,2024-01-15 12:00:00,2667,Sharjah City Center,Cold Brew,Beverage,2,16.0,32.0
T840105,2024-06-07 00:00:00,2625,Dubai Mall,Bagel - Plain,Food,2,10.0,20.0
T222894,2023-12-27 22:00:00,2170,Dubai Hills,Donut - Glazed,Food,1,8.0,8.0
T549760,2024-03-05 07:00:00,1544,Ajman Downtown,Bagel - Plain,Food,2,10.0,20.0
T732833,2023-11-26 23:00:00,1630,Yas Mall,Cold Brew,Beverage,1,16.0,16.0
T981531,2023-07-29 16:00:00,1985,Abu Dhabi Corniche,Croissant,Food,1,11.0,11.0
T317420,2024-03-20 06:00:00,1184,Al Ain Town Center,Iced Coffee,Beverage,1,15.0,15.0
T767584,2024-02-29 12:00:00,1493,Dubai Hills,Latte,Beverage,2,18.0,36.0
T726647,2024-01-03 11:00:00,2184,Al Barsha,Latte,Beverage,2,18.0,36.0
T473281,2024-05-10 10:00:00,1957,Deira City Center,Cold Brew,Beverage,1,16.0,16.0
T620129,2024-04-14 03:00:00,1857,Dubai Silicon Oasis,Cold Brew,Beverage,1,16.0,16.0
T702950,2023-12-22 11:00:00,1772,Mirdif City Center,Latte,Beverage,1,18.0,18.0
T836749,2024-01-23 15:00:00,2463,Abu Dhabi Corniche,Donut - Chocolate,Food,3,9.0,27.0
T112687,2024-01-07 00:00:00,2045,Sharjah City Center,Cold Brew,Beverage,1,16.0,16.0
T269247,2023-10-05 19:00:00,1435,Mall of the Emirates,Bagel - Plain,Food,2,10.0,20.0
T309297,2024-02-27 01:00:00,1226,Yas Mall,Bagel - Plain,Food,1,10.0,10.0
T824757,2024-01-12 20:00:00,2437,Al Ain Town Center,Bagel - Plain,Food,1,10.0,10.0
T518495,2024-01-26 00:00:00,2299,Al Ain Town Center,Hot Coffee,Beverage,1,12.0,12.0
T699989,2024-01-10 21:00:00,1194,Dubai Mall,Iced Coffee,Beverage,3,15.0,45.0
T977281,2023-07-30 06:00:00,2052,Jumeirah Beach,Bagel - Cream Cheese,Food,1,12.0,12.0
T901520,2023-09-07 10:00:00,1108,Deira City Center,Croissant,Food,2,11.0,22.0
T483489,2024-04-14 09:00:00,2265,Ras Al Khaimah Mall,Donut - Chocolate,Food,1,9.0,9.0
T438357,2023-08-09 03:00:00,1154,Business Bay,Cold Brew,Beverage,1,16.0,16.0
T604652,2023-12-02 21:00:00,2219,Abu Dhabi Corniche,Croissant,Food,2,11.0,22.0
T704668,2024-05-08 04:00:00,1845,Dubai Hills,Donut - Chocolate,Food,2,9.0,18.0
T581115,2024-02-05 00:00:00,2539,Marina Walk,Iced Coffee,Beverage,2,15.0,30.0
T117853,2023-09-01 06:00:00,2103,Jumeirah Beach,Bagel - Plain,Food,1,10.0,10.0
T137625,2024-03-01 08:00:00,2111,Marina Walk,Latte,Beverage,1,18.0,18.0
T789831,2023-08-10 05:00:00,2983,Fujairah Mall,Bagel - Cream Cheese,Food,1,12.0,12.0
T490497,2024-01-02 22:00:00,2911,Jumeirah Beach,Bagel - Cream Cheese,Food,1,12.0,12.0
T139181,2024-01-04 21:00:00,1229,Jumeirah Beach,Cold Brew,Beverage,3,16.0,48.0
T863420,2023-10-28 15:00:00,1257,Al Barsha,Bagel - Plain,Food,1,10.0,10.0
T714155,2024-02-13 01:00:00,1305,Marina Walk,Croissant,Food,1,11.0,11.0
T251944,2023-09-07 00:00:00,1658,Dubai Mall,Donut - Chocolate,Food,1,9.0,9.0
T701206,2024-02-15 23:00:00,2622,Sharjah City Center,Bagel - Cream Cheese,Food,1,12.0,12.0
T698226,2024-03-08 11:00:00,1730,Fujairah Mall,Muffin,Food,1,10.0,10.0
T737101,2023-08-17 20:00:00,2587,Mall of the Emirates,Bagel - Plain,Food,1,10.0,10.0
T510435,2024-04-21 20:00:00,2422,Al Wahda Mall,Hot Coffee,Beverage,1,12.0,12.0
T949472,2024-03-15 18:00:00,1692,Deira City Center,Donut - Chocolate,Food,1,9.0,9.0
T214478,2023-08-28 21:00:00,1094,Sharjah City Center,Croissant,Food,3,11.0,33.0
T236142,2023-11-17 16:00:00,2322,The Dubai Mall Zabeel,Iced Coffee,Beverage,1,15.0,15.0
T827574,2023-10-12 04:00:00,2122,Marina Walk,Donut - Chocolate,Food,1,9.0,9.0
T516192,2023-11-14 09:00:00,1727,Jumeirah Beach,Croissant,Food,3,11.0,33.0
T592561,2023-09-21 16:00:00,1145,Business Bay,Bagel - Plain,Food,2,10.0,20.0
T454346,2024-04-11 15:00:00,2186,Al Ain Town Center,Hot Coffee,Beverage,3,12.0,36.0
T166268,2023-09-21 08:00:00,1150,Business Bay,Croissant,Food,3,11.0,33.0
T286371,2024-06-05 09:00:00,1203,Business Bay,Cold Brew,Beverage,1,16.0,16.0
T345936,2024-06-01 23:00:00,1776,Sharjah City Center,Hot Coffee,Beverage,1,12.0,12.0
T493100,2023-09-22 08:00:00,1979,Dubai Mall,Donut - Glazed,Food,1,8.0,8.0
T143598,2024-02-24 23:00:00,1427,Ras Al Khaimah Mall,Bagel - Plain,Food,1,10.0,10.0
T757526,2024-02-08 09:00:00,2771,Jumeirah Beach,Bagel - Cream Cheese,Food,2,12.0,24.0
T334519,2024-05-10 23:00:00,2196,Al Barsha,Cold Brew,Beverage,1,16.0,16.0
T222922,2023-10-12 15:00:00,1180,Jumeirah Beach,Hot Coffee,Beverage,2,12.0,24.0
T307485,2024-01-28 20:00:00,1415,Abu Dhabi Corniche,Donut - Glazed,Food,2,8.0,16.0
T234361,2024-03-22 00:00:00,1522,Mirdif City Center,Cold Brew,Beverage,1,16.0,16.0
T828204,2023-11-15 10:00:00,2696,Al Barsha,Hot Coffee,Beverage,2,12.0,24.0
T450868,2023-08-23 10:00:00,2649,Mirdif City Center,Donut - Glazed,Food,1,8.0,8.0
T115169,2023-12-24 00:00:00,1464,Fujairah Mall,Bagel - Plain,Food,1,10.0,10.0
T980364,2023-08-22 11:00:00,2562,Mirdif City Center,Iced Coffee,Beverage,2,15.0,30.0
T829337,2023-09-16 00:00:00,2939,Business Bay,Cold Brew,Beverage,1,16.0,16.0
T724916,2024-01-04 21:00:00,1268,Dubai Mall,Bagel - Cream Cheese,Food,2,12.0,24.0
T490358,2024-05-04 09:00:00,2142,Business Bay,Bagel - Plain,Food,1,10.0,10.0
T164652,2024-04-16 14:00:00,1450,Al Barsha,Donut - Chocolate,Food,1,9.0,9.0
T214318,2024-06-17 01:00:00,1057,The Dubai Mall Zabeel,Bagel - Plain,Food,2,10.0,20.0
T347008,2024-03-09 05:00:00,2887,Jumeirah Beach,Donut - Chocolate,Food,1,9.0,9.0
T166071,2024-01-04 22:00:00,1432,Ajman Downtown,Cold Brew,Beverage,1,16.0,16.0
T625769,2023-09-14 19:00:00,2783,Al Wahda Mall,Bagel - Cream Cheese,Food,1,12.0,12.0
T505297,2024-02-24 19:00:00,1060,Dubai Mall,Latte,Beverage,2,18.0,36.0
T443846,2024-02-15 10:00:00,1752,Ras Al Khaimah Mall,Donut - Glazed,Food,1,8.0,8.0
T546472,2024-06-10 14:00:00,1534,Dubai Marina Mall,Donut - Chocolate,Food,2,9.0,18.0
T308376,2023-10-05 04:00:00,2143,Mirdif City Center,Hot Coffee,Beverage,1,12.0,12.0
T739397,2024-05-28 02:00:00,2826,Deira City Center,Croissant,Food,1,11.0,11.0
T951452,2024-05-23 04:00:00,1004,Deira City Center,Iced Coffee,Beverage,2,15.0,30.0
T604613,2023-08-12 05:00:00,1421,Marina Walk,Muffin,Food,1,10.0,10.0
T815911,2023-12-18 18:00:00,2773,Al Ain Town Center,Muffin,Food,1,10.0,10.0
T933668,2024-03-20 18:00:00,2377,Dubai Marina Mall,Bagel - Cream Cheese,Food,2,12.0,24.0
T563449,2024-04-01 16:00:00,1508,Mirdif City Center,Cold Brew,Beverage,2,16.0,32.0
T884981,2024-04-02 01:00:00,1396,Sharjah City Center,Donut - Chocolate,Food,1,9.0,9.0
T314178,2023-12-16 15:00:00,1365,Dubai Marina Mall,Cold Brew,Beverage,1,16.0,16.0
T422691,2024-02-14 00:00:00,2115,Fujairah Mall,Latte,Beverage,2,18.0,36.0
T290403,2023-08-24 05:00:00,2002,Dubai Mall,Hot Coffee,Beverage,2,12.0,24.0
T737425,2024-03-01 19:00:00,1171,Business Bay,Donut - Chocolate,Food,2,9.0,18.0
T697725,2023-12-03 04:00:00,2689,Jumeirah Beach,Muffin,Food,1,10.0,10.0
T636599,2023-10-25 04:00:00,1531,Mall of the Emirates,Latte,Beverage,3,18.0,54.0
T226250,2024-06-13 23:00:00,2692,Al Ain Town Center,Croissant,Food,1,11.0,11.0
T879256,2024-03-08 04:00:00,2573,Dubai Hills,Cold Brew,Beverage,1,16.0,16.0
T156371,2024-01-17 14:00:00,2279,Mirdif City Center,Iced Coffee,Beverage,1,15.0,15.0
T419846,2024-01-09 05:00:00,1359,Ras Al Khaimah Mall,Latte,Beverage,1,18.0,18.0
T394210,2024-03-19 13:00:00,1942,Al Wahda Mall,Iced Coffee,Beverage,1,15.0,15.0
T453598,2023-12-11 15:00:00,2111,Abu Dhabi Corniche,Donut - Chocolate,Food,1,9.0,9.0
T381162,2023-10-14 23:00:00,2023,Dubai Marina Mall,Donut - Glazed,Food,1,8.0,8.0
T440902,2023-12-06 05:00:00,2771,Business Bay,Donut - Glazed,Food,1,8.0,8.0
T427441,2024-06-17 23:00:00,2586,Marina Walk,Cold Brew,Beverage,1,16.0,16.0
T798783,2023-11-30 04:00:00,1440,Fujairah Mall,Donut - Chocolate,Food,1,9.0,9.0
T511066,2023-07-19 02:00:00,2697,Al Barsha,Cold Brew,Beverage,1,16.0,16.0
T669157,2023-11-12 00:00:00,2433,Al Ain Town Center,Cold Brew,Beverage,1,16.0,16.0
T728691,2023-09-13 20:00:00,2440,Al Ain Town Center,Donut - Chocolate,Food,1,9.0,9.0
T832228,2024-05-17 00:00:00,1281,Fujairah Mall,Bagel - Plain,Food,1,10.0,10.0
T472113,2024-01-07 04:00:00,2525,Dubai Marina Mall,Latte,Beverage,3,18.0,54.0
T851434,2024-04-12 11:00:00,2618,Dubai Silicon Oasis,Bagel - Cream Cheese,Food,2,12.0,24.0
T780561,2023-09-22 03:00:00,2392,Dubai Mall,Donut - Chocolate,Food,2,9.0,18.0
T965567,2024-06-09 07:00:00,2301,Ras Al Khaimah Mall,Cold Brew,Beverage,1,16.0,16.0
T597881,2023-11-02 21:00:00,1789,Dubai Hills,Muffin,Food,1,10.0,10.0
T219497,2024-06-17 09:00:00,2223,Al Barsha,Bagel - Plain,Food,1,10.0,10.0
T409161,2024-04-07 10:00:00,2678,Mall of the Emirates,Muffin,Food,2,10.0,20.0
T582980,2023-09-27 17:00:00,1659,Business Bay,Croissant,Food,1,11.0,11.0
T733637,2024-02-23 07:00:00,2014,Sharjah City Center,Muffin,Food,1,10.0,10.0
T216029,2023-12-27 17:00:00,1165,Sharjah City Center,Muffin,Food,1,10.0,10.0
T425284,2024-01-20 02:00:00,2696,Ajman Downtown,Cold Brew,Beverage,1,16.0,16.0
T706545,2023-10-18 18:00:00,2391,Al Wahda Mall,Latte,Beverage,3,18.0,54.0
T397120,2024-06-08 00:00:00,1197,Sharjah City Center,Croissant,Food,2,11.0,22.0
T936080,2023-09-18 08:00:00,2767,Business Bay,Iced Coffee,Beverage,2,15.0,30.0
T308743,2023-10-29 17:00:00,1523,Al Wahda Mall,Iced Coffee,Beverage,1,15.0,15.0
T594698,2023-09-14 06:00:00,1180,Fujairah Mall,Cold Brew,Beverage,2,16.0,32.0
T997495,2024-06-14 12:00:00,2329,Al Ain Town Center,Bagel - Cream Cheese,Food,1,12.0,12.0
T821002,2023-12-24 10:00:00,2118,Al Ain Town Center,Croissant,Food,2,11.0,22.0
T770171,2023-09-19 01:00:00,1537,Mall of the Emirates,Latte,Beverage,1,18.0,18.0
T478627,2023-12-28 15:00:00,2651,Dubai Marina Mall,Iced Coffee,Beverage,1,15.0,15.0
T669071,2023-10-28 23:00:00,1667,Al Barsha,Hot Coffee,Beverage,1,12.0,12.0
T221517,2024-03-11 08:00:00,2775,Al Barsha,Muffin,Food,1,10.0,10.0
T888302,2024-01-25 18:00:00,1330,Sharjah City Center,Latte,Beverage,2,18.0,36.0
T544298,2024-03-12 11:00:00,2869,Business Bay,Latte,Beverage,3,18.0,54.0
T230167,2024-02-19 09:00:00,2536,Ajman Downtown,Cold Brew,Beverage,1,16.0,16.0
T124745,2024-05-16 08:00:00,2745,Dubai Marina Mall,Donut - Chocolate,Food,1,9.0,9.0
T302213,2023-10-20 23:00:00,1620,Al Wahda Mall,Iced Coffee,Beverage,1,15.0,15.0
T480395,2023-10-20 07:00:00,2768,Al Wahda Mall,Hot Coffee,Beverage,2,12.0,24.0
T216353,2023-11-04 10:00:00,1046,Mirdif City Center,Croissant,Food,1,11.0,11.0
T998714,2023-11-27 12:00:00,2500,Al Ain Town Center,Iced Coffee,Beverage,1,15.0,15.0
T907976,2023-12-12 00:00:00,1753,Dubai Marina Mall,Hot Coffee,Beverage,1,12.0,12.0
T186993,2024-02-11 23:00:00,2898,Al Barsha,Latte,Beverage,1,18.0,18.0
T492509,2023-12-28 04:00:00,2274,Yas Mall,Donut - Glazed,Food,2,8.0,16.0
T479771,2024-03-06 20:00:00,1306,Dubai Silicon Oasis,Iced Coffee,Beverage,1,15.0,15.0
T344281,2023-10-27 14:00:00,2037,Fujairah Mall,Latte,Beverage,1,18.0,18.0
T928470,2023-08-13 06:00:00,2680,Dubai Hills,Muffin,Food,2,10.0,20.0
T942224,2024-06-15 02:00:00,2889,Fujairah Mall,Muffin,Food,1,10.0,10.0
T990285,2023-10-15 21:00:00,2059,Deira City Center,Bagel - Cream Cheese,Food,1,12.0,12.0
T606041,2024-04-25 14:00:00,1347,Al Barsha,Donut - Glazed,Food,1,8.0,8.0
T761333,2024-03-06 03:00:00,2611,Marina Walk,Donut - Glazed,Food,1,8.0,8.0
T687520,2024-02-28 10:00:00,2198,Ras Al Khaimah Mall,Bagel - Plain,Food,1,10.0,10.0
T242661,2024-01-11 11:00:00,2656,Deira City Center,Bagel - Cream Cheese,Food,3,12.0,36.0
T864099,2024-01-17 23:00:00,1323,Marina Walk,Bagel - Cream Cheese,Food,2,12.0,24.0
T294840,2023-09-14 12:00:00,2028,Al Wahda Mall,Donut - Glazed,Food,2,8.0,16.0
T569691,2024-03-31 12:00:00,2229,Dubai Marina Mall,Muffin,Food,2,10.0,20.0
T578097,2023-12-08 21:00:00,1488,Ajman Downtown,Bagel - Cream Cheese,Food,1,12.0,12.0
T316111,2023-10-08 18:00:00,1058,Yas Mall,Donut - Chocolate,Food,1,9.0,9.0
T189664,2024-04-26 16:00:00,1104,Dubai Mall,Hot Coffee,Beverage,1,12.0,12.0
T933518,2024-05-21 15:00:00,2246,Dubai Hills,Bagel - Cream Cheese,Food,2,12.0,24.0
T780662,2024-03-12 10:00:00,1880,Jumeirah Beach,Donut - Glazed,Food,1,8.0,8.0
T232394,2024-04-08 14:00:00,2700,Sharjah City Center,Cold Brew,Beverage,1,16.0,16.0
T383061,2024-05-18 17:00:00,1144,Dubai Hills,Cold Brew,Beverage,1,16.0,16.0
T620955,2023-11-18 01:00:00,2630,Ras Al Khaimah Mall,Cold Brew,Beverage,1,16.0,16.0
T774180,2023-12-09 15:00:00,1578,The Dubai Mall Zabeel,Iced Coffee,Beverage,1,15.0,15.0
T355162,2024-03-25 09:00:00,1033,Jumeirah Beach,Cold Brew,Beverage,2,16.0,32.0
T233666,2023-08-06 19:00:00,2957,Dubai Marina Mall,Cold Brew,Beverage,1,16.0,16.0
T813907,2023-09-18 13:00:00,1790,Dubai Marina Mall,Latte,Beverage,2,18.0,36.0
T120824,2023-12-24 00:00:00,1934,Deira City Center,Croissant,Food,1,11.0,11.0
T757253,2024-06-27 18:00:00,1683,Ajman Downtown,Hot Coffee,Beverage,2,12.0,24.0
T291359,2024-02-08 09:00:00,2129,Yas Mall,Bagel - Cream Cheese,Food,2,12.0,24.0
T509224,2024-05-16 05:00:00,1381,Dubai Marina Mall,Croissant,Food,2,11.0,22.0
T584589,2023-10-16 02:00:00,2502,Sharjah City Center,Latte,Beverage,1,18.0,18.0
T357850,2023-07-08 03:00:00,1558,Yas Mall,Iced Coffee,Beverage,1,15.0,15.0
T899596,2023-07-01 00:00:00,2797,Business Bay,Hot Coffee,Beverage,1,12.0,12.0
T943297,2023-10-26 19:00:00,1765,Ras Al Khaimah Mall,Croissant,Food,1,11.0,11.0
T491138,2023-12-08 20:00:00,2081,Al Wahda Mall,Iced Coffee,Beverage,1,15.0,15.0
T804146,2023-12-31 19:00:00,1181,The Dubai Mall Zabeel,Hot Coffee,Beverage,2,12.0,24.0
T455147,2023-12-24 03:00:00,2534,Fujairah Mall,Latte,Beverage,1,18.0,18.0
T152145,2024-05-21 10:00:00,1030,Dubai Mall,Muffin,Food,1,10.0,10.0
T940797,2023-08-04 09:00:00,1874,Dubai Silicon Oasis,Bagel - Plain,Food,1,10.0,10.0
T813611,2023-10-27 12:00:00,2976,The Dubai Mall Zabeel,Hot Coffee,Beverage,2,12.0,24.0
T211544,2024-04-11 08:00:00,1656,Ajman Downtown,Bagel - Plain,Food,3,10.0,30.0
T291241,2024-02-14 06:00:00,1198,Deira City Center,Bagel - Cream Cheese,Food,1,12.0,12.0
T560607,2023-10-02 20:00:00,2709,Dubai Silicon Oasis,Iced Coffee,Beverage,1,15.0,15.0
T479486,2023-09-16 12:00:00,2147,Mall of the Emirates,Iced Coffee,Beverage,2,15.0,30.0
T131538,2023-12-04 09:00:00,2131,Abu Dhabi Corniche,Hot Coffee,Beverage,1,12.0,12.0
T299828,2024-02-25 10:00:00,2830,Dubai Marina Mall,Donut - Chocolate,Food,1,9.0,9.0
T766415,2024-02-06 16:00:00,1227,Abu Dhabi Corniche,Cold Brew,Beverage,2,16.0,32.0
T254018,2023-09-25 23:00:00,2407,Sharjah City Center,Bagel - Cream Cheese,Food,3,12.0,36.0
T930614,2024-02-09 12:00:00,2812,Jumeirah Beach,Bagel - Plain,Food,1,10.0,10.0
T130569,2024-04-14 12:00:00,2577,Marina Walk,Croissant,Food,1,11.0,11.0
T611954,2023-11-26 00:00:00,2407,The Dubai Mall Zabeel,Hot Coffee,Beverage,1,12.0,12.0
T112691,2024-05-15 04:00:00,2756,Mirdif City Center,Cold Brew,Beverage,1,16.0,16.0
T899671,2024-03-19 04:00:00,2346,Ras Al Khaimah Mall,Iced Coffee,Beverage,1,15.0,15.0
T851726,2024-02-20 11:00:00,1020,Yas Mall,Iced Coffee,Beverage,1,15.0,15.0
T129336,2024-01-14 19:00:00,2794,Marina Walk,Cold Brew,Beverage,1,16.0,16.0
T286641,2023-12-04 09:00:00,1726,Sharjah City Center,Hot Coffee,Beverage,1,12.0,12.0
T791450,2023-09-05 09:00:00,2129,Dubai Silicon Oasis,Iced Coffee,Beverage,1,15.0,15.0
T750430,2024-05-06 03:00:00,1601,Dubai Silicon Oasis,Iced Coffee,Beverage,1,15.0,15.0
T692607,2024-06-17 08:00:00,1041,Dubai Silicon Oasis,Donut - Chocolate,Food,1,9.0,9.0
T206175,2023-12-01 16:00:00,2818,Jumeirah Beach,Bagel - Cream Cheese,Food,1,12.0,12.0
T554292,2024-01-15 12:00:00,1930,Jumeirah Beach,Donut - Glazed,Food,1,8.0,8.0
T262621,2023-10-15 16:00:00,1223,Dubai Hills,Bagel - Cream Cheese,Food,1,12.0,12.0
T373164,2023-12-17 09:00:00,1594,Abu Dhabi Corniche,Hot Coffee,Beverage,2,12.0,24.0
T245049,2023-09-09 23:00:00,1161,Business Bay,Croissant,Food,1,11.0,11.0
T961866,2023-09-29 23:00:00,1849,Ras Al Khaimah Mall,Muffin,Food,3,10.0,30.0
T443873,2023-11-27 14:00:00,1787,Dubai Hills,Croissant,Food,1,11.0,11.0
T662867,2023-12-11 17:00:00,2937,Mall of the Emirates,Latte,Beverage,1,18.0,18.0
T672705,2024-06-06 17:00:00,1419,Al Barsha,Cold Brew,Beverage,1,16.0,16.0
T740463,2024-04-05 09:00:00,1663,Yas Mall,Iced Coffee,Beverage,1,15.0,15.0
T759908,2024-06-13 15:00:00,1549,Deira City Center,Cold Brew,Beverage,2,16.0,32.0
T736600,2023-08-05 06:00:00,2736,Dubai Silicon Oasis,Latte,Beverage,2,18.0,36.0
T615528,2024-03-12 20:00:00,2745,Jumeirah Beach,Hot Coffee,Beverage,3,12.0,36.0
T692650,2024-02-11 13:00:00,2162,Fujairah Mall,Cold Brew,Beverage,1,16.0,16.0
T369244,2023-12-20 15:00:00,1212,Mall of the Emirates,Donut - Chocolate,Food,1,9.0,9.0
T105189,2023-11-26 14:00:00,2676,Al Barsha,Bagel - Plain,Food,1,10.0,10.0
T576652,2024-02-10 12:00:00,1948,Ras Al Khaimah Mall,Bagel - Plain,Food,1,10.0,10.0
T725043,2023-12-18 23:00:00,2756,Dubai Marina Mall,Bagel - Plain,Food,1,10.0,10.0
T161185,2023-12-07 15:00:00,2333,Marina Walk,Donut - Glazed,Food,2,8.0,16.0
T787470,2024-01-28 08:00:00,1983,The Dubai Mall Zabeel,Hot Coffee,Beverage,2,12.0,24.0
T683175,2023-10-11 01:00:00,1790,Deira City Center,Iced Coffee,Beverage,1,15.0,15.0
T632316,2023-08-22 01:00:00,1864,Dubai Mall,Hot Coffee,Beverage,1,12.0,12.0
T133109,2023-08-15 23:00:00,1511,Al Wahda Mall,Cold Brew,Beverage,1,16.0,16.0
T828836,2023-09-05 10:00:00,2045,Abu Dhabi Corniche,Croissant,Food,1,11.0,11.0
T157697,2024-06-25 11:00:00,2327,Ajman Downtown,Latte,Beverage,1,18.0,18.0
T581339,2024-01-11 11:00:00,1230,Sharjah City Center,Iced Coffee,Beverage,2,15.0,30.0
T831880,2024-01-06 04:00:00,1006,Dubai Marina Mall,Bagel - Plain,Food,1,10.0,10.0
T998854,2024-02-01 16:00:00,2612,Dubai Silicon Oasis,Bagel - Plain,Food,1,10.0,10.0
T525659,2024-02-24 07:00:00,2796,Ajman Downtown,Donut - Glazed,Food,1,8.0,8.0
T690184,2023-08-13 21:00:00,1962,Al Ain Town Center,Hot Coffee,Beverage,1,12.0,12.0
T107940,2023-08-29 01:00:00,2393,Deira City Center,Hot Coffee,Beverage,2,12.0,24.0
T521538,2023-09-29 00:00:00,2163,Dubai Silicon Oasis,Bagel - Cream Cheese,Food,1,12.0,12.0
T526350,2023-08-18 08:00:00,1724,Dubai Marina Mall,Donut - Glazed,Food,3,8.0,24.0
T944659,2024-01-21 19:00:00,1699,Dubai Hills,Hot Coffee,Beverage,1,12.0,12.0
T107213,2023-07-01 02:00:00,1888,Mall of the Emirates,Iced Coffee,Beverage,2,15.0,30.0
T784452,2024-06-20 17:00:00,2091,Dubai Marina Mall,Croissant,Food,1,11.0,11.0
T880920,2024-01-20 16:00:00,2994,The Dubai Mall Zabeel,Cold Brew,Beverage,1,16.0,16.0
T580092,2023-12-11 19:00:00,2612,Sharjah City Center,Bagel - Plain,Food,2,10.0,20.0
T287435,2023-10-18 07:00:00,2836,Al Wahda Mall,Donut - Glazed,Food,2,8.0,16.0
T927367,2024-04-19 06:00:00,2038,Dubai Hills,Bagel - Cream Cheese,Food,2,12.0,24.0
T691072,2024-01-07 10:00:00,2186,Jumeirah Beach,Hot Coffee,Beverage,1,12.0,12.0
T857316,2023-08-19 01:00:00,1474,Dubai Hills,Bagel - Plain,Food,3,10.0,30.0
T585951,2023-10-06 16:00:00,1091,The Dubai Mall Zabeel,Donut - Chocolate,Food,3,9.0,27.0
T348349,2023-07-28 20:00:00,1852,Abu Dhabi Corniche,Muffin,Food,1,10.0,10.0
T192698,2023-12-16 15:00:00,1916,The Dubai Mall Zabeel,Latte,Beverage,2,18.0,36.0
T823884,2024-02-03 18:00:00,1199,Dubai Mall,Donut - Glazed,Food,1,8.0,8.0
T999723,2024-02-03 08:00:00,2660,Jumeirah Beach,Latte,Beverage,1,18.0,18.0
T446237,2023-11-20 06:00:00,2869,Fujairah Mall,Donut - Chocolate,Food,1,9.0,9.0
T828368,2023-09-17 00:00:00,2923,Ras Al Khaimah Mall,Bagel - Cream Cheese,Food,3,12.0,36.0
T141236,2024-01-04 02:00:00,1710,Abu Dhabi Corniche,Bagel - Plain,Food,1,10.0,10.0
T959933,2023-12-28 18:00:00,2360,Dubai Mall,Latte,Beverage,1,18.0,18.0
T716187,2023-12-03 04:00:00,1883,The Dubai Mall Zabeel,Donut - Glazed,Food,1,8.0,8.0
T209157,2023-08-25 14:00:00,1938,Al Barsha,Croissant,Food,1,11.0,11.0
T893305,2023-09-04 17:00:00,2074,Dubai Marina Mall,Donut - Glazed,Food,1,8.0,8.0
T996803,2024-03-14 21:00:00,2908,Marina Walk,Latte,Beverage,1,18.0,18.0
T433579,2024-03-05 03:00:00,2582,Marina Walk,Bagel - Cream Cheese,Food,2,12.0,24.0
T251096,2023-12-19 20:00:00,2096,Al Wahda Mall,Iced Coffee,Beverage,3,15.0,45.0
T526024,2024-05-15 19:00:00,1754,Ajman Downtown,Latte,Beverage,2,18.0,36.0
